name,style,abv,ibu,color
Victory Dirtwolf Clone,Imperial IPA,8.98,121.81,6.31
Belgian Wheat Beer,Witbier,4.96,31.02,3.02
Chocolate Orange Stout,Russian Imperial Stout,9.18,27.73,29.92
#123 Big Winter Beery Beer,Schwarzbier,8.45,33.52,28.14
Murphy's Stout Clone,Irish Stout,5.4,40.24,50
Galaxy SMaSH,American IPA,5.41,78.55,5.44
Peroni,Bohemian Pilsener,5.25,14.54,3.95
Pirate Life Pale Ale,American Pale Ale,6.29,57.25,5.65
Sierra Nevada Tropical IPA,American IPA,6.63,52.53,6.61
Grimbergen Dubbel-ambree Clone,Belgian Dubbel,6.43,24.27,21.02
NixonBrew - Red Ipa - Flipside Clone,American IPA,7.54,77.88,14.8
Bakke Brygg Saison GAMMEL 25 L,Saison,7.09,25.59,5.28
Pseudo Zombie,American IPA,6.14,67.99,9.16
Arrogant Bastard Clone,American Amber Ale,6.74,96.59,19.03
Triple IPA,Imperial IPA,11.93,215.33,5.58
#SerNEpper,Specialty IPA: New England IPA,6.3,46.65,5.68
Pale Pilsner Ale,Standard/Ordinary Bitter,4.86,43.78,5.24
Franziskaner Clone,Weissbier,5.24,15.71,2.84
Maple Imperial Breakfast Stout,Imperial Stout,11.99,48.47,50
03 TABLE ENGLISH ALE,Ordinary Bitter,3.82,31.26,4.94
Spiced Winter Ale,Winter Seasonal Beer,8.56,22.54,30.06
La Chouffe Clone,Belgian Golden Strong Ale,8.31,28.75,4.57
Hobgoblin Clone,Strong Bitter,5.58,35.93,17.65
Punk IPA (if Brewdog Were Trill),American Pale Ale,6.09,38.22,5.5
Ramblin' Rose - SMaSH IPA,American IPA,6.98,79.49,3.52
Imperial Red Ale,American Strong Ale,8.18,69.51,17.95
Guinness Stout Clone,Dry Stout,4.87,42.01,34.22
Xocoveza Clone,American Stout,7.88,36.04,50
Peanut Butter Porter,English Porter,5.68,22.71,35.03
Little Creatures Pale Ale Clone Little Creatures Pale Ale Clone V1,American Pale Ale,4.81,19.76,4.4
Mama's Apple Pie Oatmeal Stout,Oatmeal Stout,6.3,13.18,40
Chocolate Oatmeal Stout,Oatmeal Stout,5.65,29.83,39.05
Mex Lager,American Lager,5.24,24.92,2.66
Showing Her My O Face (Sam Adams Oktoberfest Clone),Oktoberfest/Märzen,5.53,16.72,12.91
5 Gallon NE IPA,American IPA,4.49,24.06,6.37
Speidel #4 Lucky Jack APA,American Pale Ale,5.59,28.57,11.36
Stone & Wood Pacific Ale,American Amber Ale,6.06,30.41,7.01
Citra IPL,American Lager,5.6,42.39,4.83
Green Flash West Coast IPA Clone,American IPA,7.63,109.9,8.32
Chocolate Peanut Butter Milk Stout,Sweet Stout,5.48,31.86,37.99
BOURBON VANILLA IMPERIAL PORTER,Russian Imperial Stout,9.11,33.88,40
EAST Meets WEST Double IPA (Batch #3),Imperial IPA,8.82,114.09,5.8
Another Citrus IPA,American IPA,7.17,93.82,5.99
Peach Wheat Beer,American Wheat Beer,6.79,33.3,10.03
German Pilsner,German Pilsner (Pils),3.97,32.97,2.69
Stone 15th Anniversary Esocdidian Black Ipa Clone,Imperial IPA,10.37,111.99,40
Russian River Pliny The Younger Clone,Imperial IPA,11.11,286.93,6.12
Spring Kölsch,Kölsch,4.84,27.14,3.79
Very Pale Ale,American Pale Ale,5.03,31,5.85
Uinta Wyld Clone CYBI Recipe,American Pale Ale,5.45,11.5,6.52
Citra Pale Ale,American Pale Ale,5.68,38.49,6.41
Rice Lager,Standard American Lager,5.33,11.5,3.1
Best Bitter,American Amber Ale,7.6,43.54,11.08
NEIPA #11: Voss Kveik,Specialty IPA: New England IPA,6.78,52.81,4.71
They Stole Our Fleg - Irish Red,Irish Red Ale,4.98,26.17,9.67
Mexican Vienna (Victoria Clone),Vienna Lager,4.32,20.94,7.19
Abbot Ale Style,Special/Best/Premium Bitter,5.14,36.05,11.85
The Great Pumpkin....Ale,"Spice, Herb, or Vegetable Beer",5.7,22.42,13.41
Bakke Brygg Wit 25 L,Witbier,4.92,14.41,3.38
Oatmeal Raisin Cookie Stout,Foreign Extra Stout,8.33,47.42,40
Pastry Stout,Sweet Stout,9.2,24.32,41.94
Weihenstephaner Wheat Beer,Weizenbock,6.43,14.5,6.82
Lagunitas Maximus IPA Clone,American IPA,6.72,46.09,12.75
Sierra Navada Kellerweis Clone,Weizen/Weissbier,4.82,14.7,4.98
Rickards Red Clone,Irish Red Ale,5.55,22.5,11.46
Spring NEIPA,Specialty IPA: New England IPA,6.07,99.21,5.27
Pataskala Clone,Specialty IPA: Red IPA,6.62,83.21,14.21
#0014 Tropicalia Clone,American IPA,6.43,101.6,7.72
Dos Equis Clone,American Amber Ale,5.53,15.81,10.07
Sam Adams Noble Pils Clone,Classic American Pilsner,4.94,32.66,3.37
Orange Blossom Cream Ale,Cream Ale,5.06,11.98,4.98
Simple Dry Lemon Mead,Dry Mead,10.63,0,5.1
Obsidian Stout,American Stout,6.75,47.84,40
Young's Double Chocolate Stout Clone,Sweet Stout,4.55,29.89,30.4
Infinite Spunky Cage: Session IPA,American Pale Ale,4.24,47.19,9.46
Bodhizafa Clone,Specialty IPA: Belgian IPA,6.68,84.79,9.06
Brooklyn East India Pale Ale Clone,American IPA,6.39,131.09,7.2
Passion Fruit & Mango Sour Ale,Mixed-Fermentation Sour Beer,4.61,0,4.22
Sweetwater IPA Clone,American IPA,6.47,62.72,8.65
Milkshake IPA,American IPA,6.07,55.57,4.69
3 FLoyds Zombie Dust,American IPA,6.6,42.2,8.47
IRISH RED ALE,No Profile Selected,4.32,25.94,12.42
White House Honey Porter (Official Recipe),Brown Porter,5.37,19.81,24.79
Jeremy Corbeeryn (Hoppy Red Ale),American Amber Ale,5.87,44.5,12.99
Chocolate Coconut Porter,English Porter,6.06,26.03,29.42
Lord Vader Imperial Stout,Imperial Stout,10.06,56.04,50
Honey Brown Ale,Mild,4.77,20.61,17.4
Bourbon Whiskey Mash,Experimental Beer,18.97,0,5.89
Extract White IPA,American IPA,7.05,81.02,5.87
American Pale Ale Single Hop - Cascade,American Pale Ale,4.83,32.14,4.19
Weihenstephaner Clone,Weissbier,5.7,9.4,3.81
Bluer Moon (Blue Moon Clone),Witbier,4.99,15.05,3.74
Simple Kölsch BIAB,Kölsch,4.63,22.32,3.78
Cascanookitra,Imperial IPA,7.95,61.47,12.08
Voodoo Ranger Juicy Haze Clone,Specialty IPA: New England IPA,5.94,43.84,12.09
Elsa's Lusty Winter Ale V2.7,Winter Seasonal Beer,7.63,32.85,24.7
Mango Lassi Milkshake IPA,Double IPA,7.67,62.54,10.49
Golden Challenge,British Golden Ale,5.37,35.29,6.52
Irish Death Clone,Sweet Stout,10.3,42.47,40
Asahi Clone,American Lager,4.97,17.51,2.31
Citra And Lime Gose,Gose,4.64,8.82,3
Theakston Old Peculier Clone,Old Ale,5.55,32.86,42.38
Russian River - Pliny The Elder (approximation)  Braumeister 20l,Imperial IPA,7.86,83.38,5.95
Dry Pale Ale (Chinook/Cascade),American Pale Ale,5.57,65.2,5.39
Plinian Legacy Double IPA,American IPA,7.64,68.03,5.85
Superman's Breakfast Stout.,Oatmeal Stout,10.36,39.37,40
NEIPA #07: Sabro/Azacca/Motueka,Specialty IPA: New England IPA,8.94,64.11,5.4
Lemon Ginger Radler,California Common Beer,4.51,25.42,3.62
Dogfish Head Punkin Ale Clone,American Barleywine,6.63,16.54,14.06
IPA,American IPA,6.88,75.04,10.41
Avg. Perfect Northeast IPA (NEIPA) 1 Gallon Conversion,American IPA,6.54,65.34,5.2
Blue Moon Clone,Witbier,3.48,20.79,2.9
Maine Lunch Clone,American IPA,6.04,101.13,7.25
Russian River Blind Pig Clone,Imperial IPA,6.68,67.99,5.89
Marshmallow Milk Stout,Sweet Stout,5.42,31.16,40
Tonybaga Red (Cigar City Tocobaga Red Clone),American IPA,7.11,78.37,18.21
Vaiduoklė,Belgian Dubbel,7.72,20.91,19.29
Modelo Especial,International Pale Lager,6.06,16.41,3.42
Little Sumpin Sumpin Clone,American IPA,5.98,92.67,5.65
Alt-Right Can Suck It,Düsseldorf Altbier,6.34,54.02,12.98
Sip Of Sunshine Clone,American IPA,7.69,89.27,6.65
#108 Hoppy Saison,Saison,5.03,21.61,2.72
02 TABLE FARMHOUSE ALE,Witbier,3.68,15.88,3.58
Trappist Style Tripel (great Westmalle Clone),Belgian Tripel,9.29,23.77,5.49
Rye Pale Ale 19,American Pale Ale,5.57,33.66,11.01
Lily's Irish Red Ale - Sam Adams Clone,Irish Red Ale,6.68,47.8,27.44
Bone Dry Belgian Blonde,Belgian Blond Ale,6.54,23.63,3.87
Speidel # Kölsch,Kölsch,4.97,25.43,3.29
West Coast CITRA IPA,American IPA,7.38,96.67,6.55
NixonBrew - Yuengling Lager Clone,Vienna Lager,5.54,15.37,12.65
Leffe Brune Clone,Belgian Dubbel,6.56,29.42,19.42
Sierra Nevada Pale Ale Clone,American Pale Ale,5.31,38.37,6.38
Pretzel Wheat,American Amber Ale,5.87,30.65,14.43
Soopa Star (Stella Artois Clone),Bohemian Pilsener,5,18.56,3.16
Fuller's ESB Clone,Strong Bitter,5.18,33.4,10.98
IRA,Specialty IPA: Red IPA,6.37,73.51,16.41
Dirty Bastard Clone,Strong Scotch Ale,8.46,53.49,22.41
NEIPA Galaxy-Ella-Vic Secret,American IPA,5.79,32.92,4.58
Tamarind Witbier,Witbier,5.16,18.98,4.02
#122 Hazy IPA,American Pale Ale,6.15,48.92,3.17
NE IPA: Citra/Mosaic/Galaxy,American IPA,6.79,105.55,4.45
Southern Tier Creme Brulee Clone,Sweet Stout,10.3,17.27,50
Juicy Bits Clone,American IPA,6.68,45.25,4.46
Bud Clone,American Lager,5.07,12.26,2.91
Belgian Red,Irish Red Ale,5.64,27.45,15.66
Maui Big Swell IPA Clone,American IPA,6.54,74.86,6.04
Jamil's 80 Shilling Scottish Ale,Scottish Export 80/-,4.78,23.62,14.18
Maris Otter/Citra Smash IPA,American IPA,6.52,76.68,6.74
Pacifico Clone,American Light Lager,4.74,13.4,2.92
Hibiscus Saison,Saison,4.53,25.68,2.94
Switchback Ale Clone Take 1,American Amber Ale,5.01,29.87,12.26
Left Hand Milk Stout Clone,Sweet Stout,5.31,22.95,38.61
Meantime IPA Clone,English IPA,7.26,36.61,8.45
Cherry Wheat Ale,American Wheat or Rye Beer,5.07,26.15,3.59
Balter XPA,American IPA,5.05,51.01,5.19
KONA Big Wave Clone 02.11,Blonde Ale,4.96,23.46,5.16
Apple Cyser With Cherries Mead,Cyser (Apple Melomel),16.38,0,6.74
Kriek,Fruit Lambic,5.95,24.93,5.02
21st Amendment's Brew Free! Or Die IPA Clone,American IPA,6.58,70.58,6.12
Kasteel Donker ( Updated ),Belgian Dark Strong Ale,8.22,13.63,40.46
Passionfruit-Mango Wheat,Fruit Beer,4.48,25.8,3.54
Madd Vanilla Coffee Porter,Robust Porter,7.14,39.19,31.79
The Proposition,Specialty IPA: Red IPA,8.49,68.9,18.71
Impeachment Ale,Blonde Ale,5.78,26.61,3.52
Vanilla Stout,Russian Imperial Stout,9.51,26.97,38.11
SMaSH The Galaxy IPA,American IPA,6.59,66.82,4.24
"""Beginner's Luck"" OneHop Pale Ale",American Pale Ale,4.6,49.49,10.5
Hazy Jane Clone,Specialty IPA: New England IPA,6.3,0,6.53
Porter,Brown Porter,5.15,29.06,22.65
Oatmeal Pale Ale,American Pale Ale,5.19,54.92,3.9
Sixpoint Resin Clone,Imperial IPA,9.14,116.29,12.44
Golden NW Extra Special Bitter,Extra Special/Strong Bitter (ESB),5.08,46.65,4.4
Peach Pale Ale,American Pale Ale,5.31,39.92,5.19
#109 Myopic Beer,American IPA,8.15,49.7,12.85
Mosaic IPL,No Profile Selected,6.16,65.99,7.67
Summer Citrus IPA,American IPA,6.32,90.82,6.84
Bourbon County Stout Clone,Russian Imperial Stout,13.68,60.05,50
Råger,Saison,5.42,23.92,5.62
Extract Citra Pale Ale,American Pale Ale,5.36,35.8,7.72
Wheat,American Wheat Beer,5.48,29.73,4.73
White/golden Stout,American Stout,7.38,35.13,9.71
"Einstok Olgerd, White Ale Clone",Witbier,4.88,10.62,5.21
One Wish Irish Stout,American Stout,7.4,77.57,40
Second Hand Store (Raspberry Berliner Weisse),Berliner Weisse,3.43,6.67,2.65
Maple Pecan Brown Ale,American Brown Ale,5.31,21.86,19.88
Rincon Pale,American Pale Ale,6.16,47.07,7.17
Rincon Pale,American Pale Ale,6.16,47.07,7.17
Abraxas Clone,Imperial Stout,14.11,79.17,50
Sam Adams Winter Lager Clone,"Spice, Herb, or Vegetable Beer",5.87,17.86,13.85
Ægir IPA Clone,American IPA,6.78,55.04,11.75
Pineapple Milkshake IPA,American IPA,6.41,84.64,4.57
Mikkeller Vesterbro Pilsner,Bohemian Pilsener,5.64,38.89,5.48
Brewdog Vs Cloudwater NEIPA,American IPA,5.99,36.49,5.1
Blonde Ale,Blonde Ale,4.78,17.72,4.47
Bad Bread,Weizen/Weissbier,4.58,12.93,3.33
Abbey Single,Trappist Single,5.83,25.08,7.15
Winter Maple Cream Ale,Cream Ale,7.34,12.82,15.48
Zombie Dust Clone,American IPA,5.84,67.22,6.06
IPA Experiment 2 - Munich Malt,American IPA,5.47,68.74,10.86
Lagunitas IPA Clone,American IPA,5.36,42.08,8.48
Simcoe & Mosaic IPA,American Pale Ale,5.44,56.64,6.89
Belgian Dubbel (BIAB),Belgian Dubbel,5.93,19.55,15.38
Oakham Citra Clone,American Pale Ale,4.62,39.26,8.11
002,American Pale Ale,4.81,42.43,4.61
Bell's Best Brown Clone - All Grain,Northern English Brown,5.76,27.8,19.88
Stout #3,Imperial Stout,12.83,71.24,50
TBM Mosaic Pale Ale,American Pale Ale,5.56,48.71,7.81
Chocolate Peanut Butter Stout,Irish Stout,6.69,30.19,33.28
Dark Heart Root Beer,Russian Imperial Stout,9.9,52.9,40
Anchor Steam Clone,California Common Beer,4.9,32.77,10.79
Red November,Irish Red Ale,5.22,23.35,18.3
043: Grisette,Saison,3.22,30.18,2.12
Amendurå (De Molen Amarillo Clone) V4,Belgian Specialty Ale,7.21,50.01,26.55
Saison Dupont,Saison,6.51,31.81,3.64
Aurum,American IPA,7.93,78.8,6.06
Lagunitas IPA Clone Braumeister 20l,American IPA,5.77,58.08,4.93
English Amber Ale (199),American Amber Ale,5.19,22.46,17.08
12 Wittbier,Witbier,5.18,20.85,3.9
Chocolate Milk Stout (Patio 1812),Sweet Stout,5.6,24.52,28.58
Porterline Syndrome ( Leffe Brune ),Baltic Porter,6.41,19.62,19.31
Lemon Ale,American IPA,5.31,40.62,9.14
Czech Pilsner,Czech Pale Lager,5.16,23.24,2.96
Omnipollo Double Rasberry/ Vanilla Smoothie IPA,Clone Beer,5.93,60.63,4.28
90 Shilling Clone,American Amber Ale,5,59.22,13.69
Easy Pale Ale,American Pale Ale,5.64,34.83,9.28
"Elder Flower, Rose Hips, Chamomile Mead",Metheglin,12.22,0,4.29
Mexican Calif Cerveza Lager - Pacifico,Light American Lager,4.85,25.96,2.93
La Fin Du Monde Clone,Belgian Tripel,9.16,23.1,7.2
Great Lakes Brewing Co. - Edmund Fitzgerald Porter Clone,Brown Porter,5.13,59.6,34.11
Burdel Abstemia Blonde 7.5gal  5 Ago,Blonde Ale,4.2,15.5,4.58
Abbay Tripel Syndicate,Belgian Tripel,9.19,20.13,4.82
Chocolate Raspberry Stout,Foreign Extra Stout,6.05,29.31,40.35
Mosaic SMASH,American Pale Ale,4.95,30.72,3.96
LAWSON'S SIP OF SUNSHINE CLONE,American IPA,8.07,69.28,6.38
Trois Pistoles Clone,Belgian Dark Strong Ale,8.05,19.24,31.45
American Dark Wheat,Belgian Specialty Ale,4.98,14.1,20.19
Nice Little Porter,Brown Porter,5.25,28.93,22.69
Westmalle Tripel Clone,Belgian Tripel,9.37,38.1,3.55
St. Bernardus Wit Clone,Witbier,5.54,12.9,4.53
Hoppy Hefeweizen,Weizen/Weissbier,5.51,38.12,3.86
David Duvel,Belgian Golden Strong Ale,7.4,30.26,3.93
Lagunitas Little Sumpin' Sumpin' Clone,American IPA,6.21,50.47,5.97
Barleywine,English Barleywine,10.78,66.9,22.56
Widmer Hefeweizen,American Wheat Beer,4.69,29.98,4.99
Red X IPA -V1,American IPA,7.59,92.71,15.95
Gose To 11,Gose,4.58,8.96,4
Jack's Barking Key Lime Pie Pale Ale,American Pale Ale,4.91,36.05,10.49
Orfy's Mild Mannered Ale,Mild,3.2,22.87,18.16
Three Floyds Dreadnaught Imperial IPA,Imperial IPA,7.81,119.06,8.17
Summertime Hefe,Weizen/Weissbier,5.72,12.71,6.07
Block Party Amber Ale,American Amber Ale,4.65,17.82,15.82
Hazy IPA 1 Gallon,American IPA,6.7,81.26,4.41
Dos Equis Amber Clone #1,Vienna Lager,4.87,22.15,10.3
American IPA,American IPA,5.69,45.04,6.79
Sour Ale - IPA Kettle Sour,Fruit Lambic,6.32,6.3,4.13
Cascade Pale Ale,American Pale Ale,5.86,35.56,5.22
Blueberry Wheat,American Wheat Beer,5.33,20.19,3.98
HopWeary 5.25 Gallons,American Pale Ale,5.42,68.12,3.79
Cascade SMaSH,American IPA,5.33,53.07,3.52
Hop-Fu! IPA,Imperial IPA,6.83,58.47,4.98
05 TRIPLE MASH MILK STOUT,Imperial Stout,13.5,101.14,50
Ten Fidy Clone 5 Gal,Robust Porter,10.62,105.56,40
Mike's Easy Hard Cider,Common Cider,5.02,0,8.2
Surly Furious,American IPA,6.05,110.23,15.64
2014 - 7/28 - Heady Topper Clone,Imperial IPA,6.87,112.67,7.06
Nanny State,No Profile Selected,0.3,55.43,11.39
Pale Ale 23L,American Pale Ale,4.77,34.04,5.44
Stone Sublimely Self-Righteous Ale (Black IPA),Imperial IPA,8.73,66.02,32.38
Hopworks IPA Clone,American IPA,6.11,79.69,8.08
Oatmeal Porter,Robust Porter,5.04,35.5,24.9
Tropical Pale Ale,American Pale Ale,6.17,52.39,6.59
Blanche,Witbier,4.98,13.61,4.11
Negra Modelo Clone,Vienna Lager,5.38,24,13.76
Red Irish Oops,Irish Red Ale,5.76,22.7,16.86
BacK In BlacK IPA,Specialty IPA: Black IPA,6.49,78.88,31.54
Coffee Oatmeal Stout,Oatmeal Stout,4.76,26.7,39.4
Citrus Wheat,American Wheat or Rye Beer,5.48,24.22,5.43
Hilltopper's Pride Kentucky Common,Kentucky Common,5.52,19.8,13.67
Chinook IPA Northern Brewer,American IPA,5.36,43.79,3.02
Jamil's Blonde Ale,Blonde Ale,4.71,19,4.09
New Belgian Cherry Ale,Specialty Fruit Beer,6.64,39.01,7.56
Russian River Pliny The Elder Clone,Imperial IPA,8.75,209.24,6.37
Rosemary Sage Gruit Ale,Specialty Beer,7.15,0,23.61
Tangelo Lemongrass IPA,American IPA,6.26,73.79,6.5
Claude's House Pale,American Pale Ale,5.41,44.58,10.47
New Belgium's Citradelic Clone,American IPA,5.42,55.24,10.13
Belgian Table Beer,Belgian Pale Ale,4.8,20.3,4.84
07: German Hefeweizen,Weizen/Weissbier,4.96,15.23,3.39
Innis & Gunn Clone,Scottish Export 80/-,5.8,23.94,9.58
Coffee IPA,American IPA,6.8,68.43,5.19
Flat Tire-ish,Classic American Pilsner,5.32,39.31,5.73
Gulden Draak Clone,Belgian Dubbel,9.5,23.86,11.86
Chocolate Cherry Stout,Foreign Extra Stout,8.15,44.82,39.26
Schwarzbier,Schwarzbier,5.57,22.01,21.36
Railgun's Basic Braggot,Braggot,8.37,0,12.43
Ten Pounds IPA - 10 Gallon,American IPA,6.64,69.29,4.43
2016 - 1/2  --- Maduro - Cigar City Clone,American Brown Ale,4.81,21.16,28.81
04 TABLE STRONG ALE,Wee Heavy,3.86,20.5,25.8
Citra IPA - Partial Mash,American IPA,7.43,68.1,11.7
"Spotted Cow  ""Clone""",Cream Ale,4.7,22.9,4.2
Coffee Blackout Stout,Russian Imperial Stout,9.61,66.7,40
Firestone Walker Double Jack Clone,Imperial IPA,9.55,112.58,8.81
"Clone, Goose Island Sophie",Saison,6.23,26.84,3.84
Munich Dunkel (BYO),Munich Dunkel,5.36,19.91,23.41
Chocolate Cherry Imperial Stout,Russian Imperial Stout,11.1,88.47,31.03
Hill Farmstead Edward Clone- Partial,American Pale Ale,6.46,95.21,8.25
Dragonmead Final Absolution,Belgian Tripel,8.47,28.3,6.1
G'Knight Clone (Oskar Blues),Double IPA,8.49,68.49,13.66
"Magnum PA - Single Malt, Single Hop",American Pale Ale,5.93,60.03,6.34
Shepherd Neame Spitfire Clone,Strong Bitter,5.75,34.89,10.64
Boulevard Wheat Clone,American Wheat or Rye Beer,4.94,15.07,3.59
JUNIPER WHEAT BEER,Weissbier,6.2,18.09,7.01
Honey Brown Ale (sleeman Clone),American Amber Ale,5.88,42.58,8.78
Hop Cliff,No Profile Selected,9.12,142.44,14.07
Belgian Red Ale,Belgian Specialty Ale,7.47,23.22,25.9
Thanksgiving Cranberry Wheat Ale,"Spice, Herb, or Vegetable Beer",6.85,30.76,10.42
Strawberry Milkshake IPA,American IPA,6.67,96.89,5.91
Neck Oil Clone,American Pale Ale,4.71,35.54,7.88
Chocolate Milk Stout,Sweet Stout,6.58,36.44,42.11
Summer Shandy,Weissbier,5.16,10.76,3.39
Sour Cherry Saison,Saison,6.82,34.61,12.19
Tiny Rebal Cwtch Clone,American Amber Ale,4.78,49.2,13.96
Fuller's ESB,Extra Special/Strong Bitter (ESB),5.42,25.73,8.54
Dark Skies Black IPA,Specialty Beer,5.63,83.12,35.06
Anchor Porter Clone,American Porter,5.25,38.99,36.2
Belgian Amber,Belgian Specialty Ale,6.65,15.28,14.55
10 Gallon All Grain Raspberry Wheat,American Wheat or Rye Beer,4.89,24.61,6.36
“It’s All Mine So Keep Back”,Berliner Weisse,3.36,10.25,2.55
Maris Otter Centennial SMaSH,American IPA,5.94,71.36,6.66
White House Honey Ale.7,American Pale Ale,7.06,25.45,10.3
Kolsch,Kölsch,4.72,24.61,3.02
Golden Nuggets Pale Ale,American Pale Ale,4.51,39.73,4.68
Toasted Coconut Porter,Robust Porter,5.99,44.3,33.97
DIPA V.12,Specialty IPA: New England IPA,8,110.42,11.1
American DIPA,Imperial IPA,8.89,100.57,9.31
Boston-Ale Clone,American Pale Ale,4.93,32.72,8.91
Chocolate Vanilla Stout,American Stout,6.68,40.49,40
Traditional Kolsch (German),Kölsch,4.8,26.96,4.14
Blonde,Belgian Blond Ale,6.75,28.24,5.22
Caribbean Haze 23L,Specialty IPA: New England IPA,7.79,57.7,5.01
Coffee Blonde Ale,Blonde Ale,5.12,21.2,6
Cubby Claus Spiced Maple Christmas Porter,Robust Porter,6.29,37.38,23.06
Belgian Witbier (OG 1.058) - 1 Gallon,Witbier,5.52,12.64,3.69
Amarillo Single Hop Ale,American Amber Ale,5.04,70.09,4.11
Vanilla Night Sky,Strong Bitter,7.9,22.53,50
West Coast IPA Clone,American IPA,7.07,109.92,8.38
Licorice Stout,American Stout,7.8,45.88,41.23
Bavarian Pilsner,German Pilsner (Pils),9.97,42,5.21
Brewing Classic Styles - American Wheat (Yeast Substitute),American Wheat or Rye Beer,3.94,21.68,4.25
George Washington's Small Beer,Specialty Beer,4.94,30.28,1.97
Grainfather Pale Ale,British Golden Ale,5.65,71.21,4.54
Ginger Pale Ale,American Pale Ale,5.43,31.05,9.11
Belgian Blonde 20 Litros   ACT 7/4/17,Belgian Blond Ale,5.92,22.67,5.56
Hungarian HopLager,Bohemian Pilsener,6.86,120.12,4.24
Rogue Dead Guy Ale Clone,Maibock/Helles Bock,6.39,42.09,18.38
COOP F5 Clone,American IPA,6.52,82.56,11.59
Holy Grail Pale Ale Saaz,American Pale Ale,6.91,37.74,16.01
3 Floyds- Robert The Bruce Clone,Strong Scotch Ale,7.56,33.76,25.95
Apple Pie Ale,Fruit Beer,8.38,31.47,19.06
Kronenburg 1664 Blanc Clone (Solkonge) 25 L,Witbier,5.33,26.8,3.19
Taras Boulba Clone,Belgian Pale Ale,4.37,70.74,3.08
RIS XXX,Russian Imperial Stout,11.24,77.48,42.93
The Tropical Session White IPA,American IPA,4.75,87.11,3.74
Banana Chocolate Milk Stout,Sweet Stout,5.9,8.19,2.82
Bakke Brygg Belgisk Blond 25 L,Belgian Blond Ale,6.52,18.54,4.35
Oreo Cream Stout,Sweet Stout,5.51,38.62,38.12
Alaskan Amber Clone,Düsseldorf Altbier,5.25,21.26,14.22
VB Clone,Australian Sparkling Ale,5.4,28.23,5.55
Smash NEIPA,American Pale Ale,7.09,2197.07,6.6
Glacier Brewhouse's Imperial Blonde Ale,California Common Beer,9.53,24.81,5.85
Chocolate Maple Porter - #5,Robust Porter,8.05,28.16,40
Kolsch With A Kick !!!,Kölsch,5.11,33.91,4.28
Orange/Cinnamon/Vanilla Metheglin,Metheglin,13.23,0,5.33
Dog Brown Ale (Smutty Nose),American Brown Ale,4.82,19,24.17
Pirate Life Mosaic IPA Clone TEST,American IPA,7.1,89.22,5.17
Hazy Pale Ale,American Pale Ale,4.83,33.51,4.43
Jenlain Bière De Garde Clone,Bière de Garde,6.71,27,8.33
Bourbon County Vanilla Rye,Wood-Aged Beer,13.84,53.99,50
Genus NEIPA,American IPA,5.99,54.83,3.81
NEIPA Nord-Est IPA,American IPA,5.67,62.88,8.35
Nighthawk IIPA,Imperial IPA,8.73,90.66,38.71
American Lager,American Lager,4.52,17.27,3.55
Lavender Saison,Saison,6.13,22.69,5.03
"Total Domination IPA Clone V2 (not There Yet, But A Good Beer)",American IPA,6.07,92.44,8.3
