Berry Drinkable,Fruit Beer,5.23,32.03,6.85
Hill Farmstead Edward,American Pale Ale,5.21,84.89,8.25
Lokentaz Peach Melomel,Experimental Beer,12.62,0,6.81
Ahtanum Dbl IPA,Imperial IPA,7.9,67.25,10.03
Edinburgh Redhead Scottish Ale,Scottish Light 60/-,2.89,12.26,14.75
Baltic Porter II,Baltic Porter,8.19,32.63,27.05
Dead Ringer Ale,California Common Beer,5.46,762.6,13.57
Base IPA - Extract,American IPA,6.17,62.91,11.61
Oktoberfest,Oktoberfest/Märzen,5.72,22.26,10.59
'Merica-ish,Saison,5.7,47.14,3.52
Hoppy Brown,American Brown Ale,7.52,46.23,25.14
Lokentaz Peach Melomel,Experimental Beer,12.62,0,6.81
Ahtanum Dbl IPA,Imperial IPA,7.9,67.25,10.03
Zombie Pale Ale,No Profile Selected,14.06,21.76,10.25
Edinburgh Redhead Scottish Ale,Scottish Light 60/-,2.89,12.26,14.75
Baltic Porter II,Baltic Porter,8.19,32.63,27.05
Belgian Apple.  A Wheat Graff Ale,Specialty Beer,5.17,17.7,3.65
Blonde Ale - Test 2018,Blonde Ale,5.4,27.96,6
UbikEklektik Herbal IPA - Guri,English IPA,6.5,74.4,5.94
Beetroot Sour,Berliner Weisse,3.53,5.21,2.35
California Common,California Common,4.79,37.35,10.53
West Coast Bitter,American Pale Ale,4.24,45.5,7.43
Uerige Style Session  IPA,Altbier,4.81,44.6,14.68
Frankie's Cream Ale,Cream Ale,5.4,18.52,3.54
Red Chair NWPA Clone,American Pale Ale,6.5,77.92,11.49
BlackJack Strong Ale,American Barleywine,7.03,58.02,15.01
Mosaic IPA II,American IPA,7.93,63.96,7.68
UbikEklektik Herbal IPA - Guri,English IPA,6.5,74.4,5.94
Simple Gueuze,Gueuze,4.64,0,3.52
Smashing Pumpkin,Autumn Seasonal Beer,5.69,21.53,10.2
Citra Honey Pale Ale,American Pale Ale,5.88,36.88,5.97
2015 - 6/9 - 1939 Barclay Perkins IPA,English IPA,5.56,49.42,11.77
Sao Paulo,Imperial Stout,9.61,74.41,50
APA Citra,American Pale Ale,5.24,36.97,5.86
German Lite,German Leichtbier,3.2,18.39,2.37
Tamarind Weisse,California Common Beer,2.32,0,2.09
Seeing Red,American Amber Ale,6.28,46.92,11.25
Kernel Double Citra IPA,Imperial IPA,7.7,30.09,5.55
Hámhúsz,Irish Red Ale,4.82,23.09,14.1
Roadrunner Grapefruit Imperial IPA,Double IPA,8.37,85.77,9.03
Coffee Milk Stout,Imperial Stout,7.47,44.29,38.02
HOBGOBLIN - Clone - Version 3,Extra Special/Strong Bitter (ESB),5.29,44.61,17.5
Milk Stout,Sweet Stout,4.84,33.43,37.55
Burst Citra SMaSH,American Pale Ale,5.55,27.68,3.63
Mein Dunkle Eine,Dunkelweizen,5.31,42.21,40
Oatmeal Stout,Oatmeal Stout,5.29,32.97,34.21
Perky Blonde Ale,Blonde Ale,4.67,23.94,4.94
Milk Stout,Sweet Stout,4.84,33.43,37.55
Rogue Mocha Porter Clone,Brown Porter,4.32,27.3,20.38
Bread Basket Blonde,Blonde Ale,4.77,23.94,5.14
Belgian Orange Twist,Belgian Blond Ale,7.38,19.97,6.68
Mein Dunkle Eine,Dunkelweizen,5.31,42.21,40
Oatmeal Stout,Oatmeal Stout,5.29,32.97,34.21
Mothers Towhead Clone,Blonde Ale,5.16,20.1,3.84
Creamy/malty,Irish Red Ale,4.43,22.16,12.34
Sour Cherry Stout,Berliner Weisse,5.39,22.01,30.91
Midnight IPA,American IPA,5.65,49.16,5.84
Centennial And Cascade Pale,American Pale Ale,5.14,47.72,3.68
Pretty In Pink Imperial Pilsner,Classic American Pilsner,10.38,25.81,5.17
Big B IPA,American IPA,6.1,99.2,4.79
American Pie,American Wheat or Rye Beer,4.84,16.28,3.87
Basshook Oatmeal Stout,Oatmeal Stout,5.47,30.92,35.67
Kickass Imperial IPA,Imperial IPA,8.29,47.29,13.05
Hop Rocker Clone,Classic American Pilsner,5.91,38.66,3.58
Coffee Stout,American Stout,9.48,69.8,50
American Stout Vol 1,American Stout,5.91,39.43,40
Pretty In Pink Imperial Pilsner,Classic American Pilsner,10.38,25.81,5.17
American Stout Vol 1,American Stout,5.91,39.43,40
Storm King Stout,American Stout,6.57,35.18,45.96
Orange Belgian Strong Ale,Belgian Dubbel,6.49,21.96,9.54
Basil Saison,Saison,6.19,26.92,4.98
My THHB  NEIPA Aka Beer Line Bypass,American IPA,7.11,170.74,5.44
003. Emma's XXV Blueberry Belgian Ale,Fruit Beer,4.82,33.08,7.45
Gaula Pilsner (tsjekkisk),Bohemian Pilsener,5.01,35.96,3.71
Pilsner Urquell Clone,Czech Premium Pale Lager,5.39,41.23,4.54
German Rye Weizen,Roggenbier (German Rye Beer),5.13,17.29,17.02
Honey Citrus Double IPA,Double IPA,8.99,149.51,5.78
One Week Wheat,Munich Helles,5.13,23.22,3.56
Rhyme & Reason,American Pale Ale,5.81,45.24,6.96
Barley Wine 2016,American Barleywine,10.7,60.68,12.8
Social Kitchen And Brewery Brut IPA,American IPA,5.71,41.13,3.31
Russian River Blind Pig Clone,American IPA,7.53,106.38,6.78
Kiwi Wheat Beer,Fruit Beer,5.55,23.5,3.41
Pale Ale,Ordinary Bitter,3.25,29.14,11.07
Summer Saison,Saison,6.8,29.91,4.52
ALPHA KING CLONE,American Pale Ale,6,91.14,12.69
Prickly Pear Mead,Other Fruit Melomel,16.25,0,0
Creamy Golden IPA,American IPA,6.35,60.28,10.64
Mocktoberfest,Oktoberfest/Märzen,5.27,26.46,13.14
Tired Belgian Wit,Witbier,4.92,16.27,3.47
Munich Dunkel,Munich Dunkel,5.74,25.1,20.12
Rainy Holiday,American IPA,7.43,114.56,12.42
18 Harvest Red Ale II,American Amber Ale,5.72,49.62,17.62
Hoppin Blonde 3,Blonde Ale,5.05,27.7,4.51
Classic American Pilsner,Pre-Prohibition Lager,4.78,28.28,4.41
Northern Brewer - Oatmeal Stout,Oatmeal Stout,4.63,22.18,35.3
Ye Olde Bitter,Ordinary Bitter,3.65,30.25,11.22
Realy Bitter,Strong Bitter,6.07,34.17,12.93
ALPHA KING CLONE,American Pale Ale,6,91.14,12.69
Lemon-Lime Hefeweizen,Fruit Beer,4.81,15.01,4.95
Azacca Saison Chris L,Saison,5.86,84.55,4.91
Leftover Hops Pale Ale,American Pale Ale,5.11,133.06,6.3
Bakke Brygg Engelsk IPA 25l,English IPA,6.65,54.71,8.86
Adirondack Cream Ale 2.0,Cream Ale,9.4,28.4,3.31
Bohemian Pilsner,German Pils,5.09,32.54,3.18
Base For Malted Wine Coolers,Specialty Beer,6.87,0,2.62
Leftover Hops Pale Ale,American Pale Ale,5.11,133.06,6.3
Adirondack Cream Ale 2.0,Cream Ale,9.4,28.4,3.31
Blonde,Blonde Ale,5.92,24.97,4.71
Bohemian Pilsner,German Pils,5.09,32.54,3.18
2015 - 6/19 - Hurley's Pale Ale I,American Pale Ale,6.06,44.55,7.68
Pre-pro Porter,Pre-Prohibition Porter,5.52,29.13,24.78
Wheat Session IPA,American Pale Ale,3.76,39.58,4.43
Spring Saison,Saison,5.97,28.26,10.16
Base For Malted Wine Coolers,Specialty Beer,6.87,0,2.62
Saaz Lager,Czech Pale Lager,4.65,22.45,3.21
008. OBK Hefeweizen,Weizen/Weissbier,4.95,12.71,3.3
Bombay Bomber,American IPA,6.38,55.56,5.4
Oak Creek Nut Brown Ale,American Amber Ale,5.35,28.86,14.55
Munich Vic Secrets SMASH,American Pale Ale,5.53,74.01,8.45
Viking Bayer,Munich Dunkel,6.16,21.9,19.12
Russian River HopTime Harvest Clone,American IPA,6.48,68.21,7.09
Rye Pale Ale,American Pale Ale,5.9,40.68,7.1
Lucky Jack Klon,American Pale Ale,5.51,32.28,12.68
#07 Saison IPA,Saison,6.63,58.34,6.09
Super Stitious NEW,Irish Red Ale,10.11,104.06,18.39
Viking Bayer,Munich Dunkel,6.16,21.9,19.12
Jackie Brown,American Brown Ale,5.82,71.41,18.71
Славянское,Vienna Lager,5.25,11.71,12.06
Fall Saison,Belgian Specialty Ale,6.44,35.06,6.77
Hoegaarden Clone All Grain,Witbier,5.16,13.05,3.76
Mango Ale,American Pale Ale,8.89,30.93,11.91
Bringebær Hveteøl,Weissbier,5.3,11.09,3.5
Belgian Abbey Ale,Belgian Dubbel,6.08,23.9,13.81
Firework Cream Ale,Cream Ale,5.61,21.56,4.9
Lemon Soul Witbier,Witbier,4.15,18.26,3.61
Sweet Potato Ale,Spice Herb or Vegetable Beer,6.12,41.81,13.04
Black Butte Clone,Robust Porter,5.15,68.47,26.86
CT-Wheat 001,Weizen/Weissbier,4.38,9.68,3.76
Saison Perle Saaz,Saison,5.36,28.81,8.03
BD090217-Rev02,American IPA,6.65,32.25,4.31
Coopers Pale Ale,Standard/Ordinary Bitter,3.42,0,13.71
Hansa IPA Klone?,American IPA,5.49,49.91,7.06
Shane,Imperial IPA,9.25,97.91,9.66
Root Beer,Clone Beer,8.26,0,8.88
Deschutes Clone - Bachelor Bitter,Extra Special/Strong Bitter (ESB),5.03,39.39,15.91
CT-Wheat 001,Weizen/Weissbier,4.38,9.68,3.76
Saison Perle Saaz,Saison,5.36,28.81,8.03
Coopers Pale Ale,Standard/Ordinary Bitter,3.42,0,13.71
Hansa IPA Klone?,American IPA,5.49,49.91,7.06
Moondance Red,American IPA,6.1,61.28,19.62
Tangerine Dream IPA,American IPA,7.41,72.18,6.27
BMC Killer,Cream Ale,5.16,18.38,4.62
Extract Kolsch,Kölsch,4.96,32.74,2.72
Braggot Stout (Inspired By Fenrir),Foreign Extra Stout,6.76,65.02,30.06
EPT #3 Hoppy Spring Ale (AIPA),American IPA,6.72,69.54,8.53
Hefeweizen,Weizen/Weissbier,6.44,27.1,4.77
OCOCOM (Mosaic) IPA,American IPA,6.63,118.03,7.15
Deepa The Eldest,Imperial IPA,8.68,262.1,7.47
Ginger And Blueberry Mead,Metheglin,13.47,0,4.24
Kraftwerk Hefeweizen,Weizen/Weissbier,3.69,15.83,3.83
Ozarks 120 Minute Hop Bomb,Imperial IPA,8.85,251.15,9.11
BYO Dale's Pale Ale Clone,American Pale Ale,6.33,71.22,7.54
American Session Ale,American Pale Ale,4.08,29.22,2.72
Citra IPA,American IPA,6.54,57.63,9.7
JZ - German Schwarzbier,Schwarzbier,4.83,29.53,22.79
Sexican Debutante,American Brown Ale,4.64,24.87,36.62
Belgian IPA- Ragin' Bitch Cloneish,Belgian Pale Ale,8.12,66.97,14.44
Condemnation BSGA,Belgian Golden Strong Ale,8.72,26.11,4.3
Pale Dorado,American Pale Ale,5.95,68.11,4.9
Rakau IPA,American IPA,4.55,24.19,4.75
Super Satan (Luciferous),Experimental Beer,16.76,20.69,5.86
Mustach Envy Belgian Stout,Russian Imperial Stout,10.39,23.27,38.42
Pliny Clone,Imperial IPA,8.05,75.19,8.76
JZ - German Schwarzbier,Schwarzbier,4.83,29.53,22.79
Make America Amber Again,American Light Lager,5.34,75.69,19.66
Lemon Tits - 5th Gen. (25L Batch),Weizen/Weissbier,5.39,11.34,3.83
Central Coast Red,American Amber Ale,6.26,67.13,18.75
Pumpkin Pie Sweet Stout,Sweet Stout,5.74,23.1,40
American Wheat Ale 2.0,American Wheat Beer,4.96,24.52,3.99
Polish Lager Delight,German Pilsner (Pils),4.73,32.29,3.64
Corona Clone,American Lager,5.27,32.91,2.85
Wilhelmsruh Marzen Geburtstagbier,Oktoberfest/Märzen,5.17,16.1,11.85
Tiny Tim's Elixer,Belgian Dark Strong Ale,10.68,33.84,20.49
Farmhouse Apricot/raspberry Sour,Fruit Lambic,5.86,8.29,3.26
Norwegian Farm House øl,Sahti,7.46,15.26,15.71
HA-18 Strong Beer,English Barleywine,11.21,47.52,15.81
Barebottle Small Wonder Dust Hazy Pale Ale,American Pale Ale,5.34,32.36,3.81
My Shilling - 60,Scottish Light 60/-,5.22,17.73,14.91
Flat Tire Clone,Belgian Pale Ale,5.06,19.63,15.11
Pilsen/Caliente - SMaSH,American Pale Ale,7.1,119.51,4.3
LIPA I Cascade,American IPA,2.86,49.87,8.76
Cher-rye Pale,American Pale Ale,5.89,36.09,8.08
19B - California Common - Arvada Common,California Common,5.21,37.97,13.11
#44 Belgian Dubbel,Belgian Dubbel,6.5,22.62,19.78
Jai Alai Clone,American IPA,7.54,69.48,8.61
"""Everyone's Doing It"" IPA",American IPA,6.97,55.19,8.34
Motueka Wheat Beer,Witbier,5.63,13.65,3.93
American Porter,American Porter,6.05,45.56,34.8
Purple Haze,Specialty IPA: New England IPA,6.79,31.94,5.36
Gunner's Step-Daughter,Sweet Stout,5.33,28.31,36.99
Simple IPA,American IPA,7.66,99.61,7.66
Odin's Wit / Witbier,Weizen/Weissbier,5.15,13.52,4.15
Citra Wit,Witbier,5.3,10.49,3.74
Pump King Ale,Spice Herb or Vegetable Beer,5.71,20.97,12.26
Gluten Free Passionate Ale,American Pale Ale,5.19,24.25,2.2
Cry It Out Stout #1,Oatmeal Stout,5.57,30.07,38.19
B5S Irish Red Ale ▲ 05.01.15,Irish Red Ale,8.02,23.15,18.78
Admiral Half Chub,Strong Bitter,5.4,39.47,12.65
Anglo-American Bitter,Extra Special/Strong Bitter (ESB),5.86,49.14,12.48
Pump King Ale,Spice Herb or Vegetable Beer,5.71,20.97,12.26
Heller Bock,Helles Bock,8.02,31.42,6.79
Lingonberry Hefeweissen,Weizen/Weissbier,5.24,20.18,4
Estate IPA,English IPA,6.05,44.76,12.17
Nut Job II,American Brown Ale,8.19,70.82,28.02
Taste Of RVC Winter White,Witbier,5.42,12.89,4.84
My Cascadian Dark Ale,American IPA,6.6,60.81,23.06
Tactical Porter,American Porter,6.04,37.15,48.65
Russian River Pliny The Elder,American IPA,8.61,238.27,6.99
Dawn Budgie Milk Stout,Sweet Stout,5.63,26.98,40
Illemonati,Imperial IPA,8.52,148.7,6.98
Grapefruit Peach Gose,Gose,4.43,40.3,4
20 Minute Pale Ale,American Pale Ale,4.44,30.08,4.73
Brett IPA,Brett Beer,7.7,35.74,7.73
Artemis Cider Ale,Fruit Cider,16.53,0,7.73
B's Pumpkin Ale,Holiday/Winter Special Spiced Beer,5.98,37.5,13.39
My Cascadian Dark Ale,American IPA,6.6,60.81,23.06
IPA-SIMCOE,American IPA,5.9,69.74,7.62
Little Twist APA,American Pale Ale,5.91,37.17,5.51
Smoked Lambic - Ancientbrew,Straight (Unblended) Lambic,6.01,9.46,4.39
Wert Hop #1,American IPA,5.61,216.67,5.1
Abuelita's Christmas Cocoa Stout,No Profile Selected,7.9,29.34,22.15
Juicy NEIPA,American IPA,6.48,98.46,9.29
No Coast IPA,American IPA,6.51,75.74,13.8
Tiny Pale Ale (Small Batch),American Pale Ale,5.23,42.13,5.25
Hop Juice,Imperial IPA,6,184.28,3.64
ElderWit,Witbier,4.96,19.68,3.6
BRETA-I,Lambic,5.29,26.46,3.52
Hamblen Farm Porter,Brown Porter,4.7,56.23,24.05
Julius Vs Citrus Experiment,No Profile Selected,5.8,71.56,3.47
Jens,English IPA,5.53,46.02,6.02
Spring Ipa,American IPA,5.71,60.01,8
Kevins Budweiser Lager Recipe,Standard American Lager,4.55,15.28,2.63
Mango Gose,Gose,4.74,7.72,4.19
Mead 1.0,Semi-Sweet Mead,19.26,0,5.68
Andy's Belgian Witbier,Witbier,4.79,10.75,3.97
Bewiser - American Lager,American Lager,5.39,12.81,2.96
Mango Gose,Gose,4.74,7.72,4.19
Belgian Blond Ale,Belgian Blond Ale,5.6,41.64,6.81
Andy's Belgian Witbier,Witbier,4.79,10.75,3.97
Munich Wheat,American Wheat or Rye Beer,4.31,20.78,4.33
Aftermath Clone (Extract),American Pale Ale,5.12,44.14,9.7
Devil's Kiss Habanero Ale,Spice Herb or Vegetable Beer,6.78,41.29,8.52
Rampant Lion House Ale,Scottish Heavy 70/-,8.98,30.32,16.65
Peanut Butter Cup Stout,American Stout,4.62,34.99,36.71
#43 Red Rye IPA,Specialty IPA: Red IPA,6.48,74.78,13.27
Red Ryeder Ale,American Amber Ale,6.58,92.69,14.48
Torschuetzenkoenig,Düsseldorf Altbier,5.3,42.65,11.47
Bryan Buono's Recipe 4,Doppelbock,10.41,48.06,57.03
Reunion Red Ale,American Amber Ale,6.18,30.77,12.73
Red Farmhouse Ale,Saison,5.52,20.84,12.77
California Red Ale,American Amber Ale,6.01,39.2,14.31
белила,Witbier,6.06,24.55,3.98
Cluster's Honey Cream Ale,Cream Ale,5.33,18.45,7.1
Orange Chocolate Porter,Robust Porter,6.29,42.43,26.94
PivceZaZivce,International Amber Lager,4.97,23.87,7.23
Imperial IPA,Imperial IPA,7.83,63.21,8.04
House IPA,American IPA,5.87,48.1,4.98
Morgan's Nuptial IPA 2,American IPA,6.13,82.45,6.37
C-Valls APA,American Pale Ale,5.08,53.35,5.44
Nøgne Ø Imperial Brown Ale - 17.5L,American Brown Ale,7,52.12,27.25
Classic English Pale Ale,British Golden Ale,5.55,36.11,6.48
Tarte Au Citron,Saison,5.57,24.4,5.62
Green Machine Cucumber Saison,Spice Herb or Vegetable Beer,4.61,23.93,6.48
Pale King V2.4,American Pale Ale,5.3,35.71,9.43
U10 : Tapette IPA,American IPA,6.34,45.21,4.46
Rye Apa With Ginger,American Pale Ale,5.73,64.5,9.65
Mock Goose Island IPA,American IPA,4.74,46.87,7.36
Consabomination,Flanders Brown Ale/Oud Bruin,8.98,0,23.95
Big Bitter,British Strong Ale,6.46,51.37,15.01
DRH's Winter Ale,Holiday/Winter Special Spiced Beer,6.52,13.29,14.85
Steelhead Extra Pale Clone,Blonde Ale,4.49,21.81,3.25
Divertimento,Vienna Lager,4.93,27.22,11.59
Apple Champagne Ale,Blonde Ale,5.35,0,7.07
Sexy APA,American IPA,6.87,67.29,13.52
Black Sabbath's Strong Belgium Ale,Belgian Blond Ale,6.43,12.44,5.72
Mini Pale Ale (Amarillo Citra),Special/Best/Premium Bitter,4.12,26.62,7.19
Red Adair (Adjusted),Specialty Beer,5.97,86.33,16.79
Captain Morgan Porter,Brown Porter,7.32,32.83,16.44
Pere Jacques Clone,Belgian Specialty Ale,8.75,26.46,22.6
Steelhead Extra Pale Clone,Blonde Ale,4.49,21.81,3.25
Divertimento,Vienna Lager,4.93,27.22,11.59
Apple Champagne Ale,Blonde Ale,5.35,0,7.07
B3S Blonde Ale▼04.17.15,Blonde Ale,6.18,20.42,5.26
Brew #026 - Smoked Chilli Porter,English Porter,5.13,26.51,26.15
Citra Single Hop Session IPA 1,American IPA,5.43,53.4,7.12
Black Sabbath's Strong Belgium Ale,Belgian Blond Ale,6.43,12.44,5.72
Medusa IPA,American IPA,6.35,63.03,12.47
Dirty Chopper,Specialty IPA: Brown IPA,7.39,78.45,23.3
Toy Soldier Milk Stout,Sweet Stout,7.39,36.87,40
Black IPA,American IPA,6.83,63.42,36.39
Raspberry Provincial,Belgian Specialty Ale,2.67,15.27,2.8
RYE DIPA Test,Imperial IPA,10.07,162.4,11.11
Irish Red Ale,Irish Red Ale,5.51,21.84,17.44
Gamma Ray,American IPA,5.64,40.91,7.91
Czech Lager,Czech Premium Pale Lager,5.56,33.54,5.46
Toy Soldier Milk Stout,Sweet Stout,7.39,36.87,40
Black IPA,American IPA,6.83,63.42,36.39
Irish Red Ale,Irish Red Ale,5.51,21.84,17.44
Gamma Ray,American IPA,5.64,40.91,7.91
Citra Pale Ale,Blonde Ale,5.89,38.83,7.58
IPA,American IPA,7.15,77.72,8.08
Paradise Nut Brown Ale,Northern English Brown,5.96,35.84,21.65
Witty Belgian,Witbier,5.17,18.63,4.31
Pineapple Sour,Berliner Weisse,5.03,5.13,6.71
Dank Citrus IPA,American IPA,6.39,87.52,7.98
Andros Necros (Dead Guy Clone),American Pale Ale,5.8,39.36,8.34
State Fair IPA,American IPA,6.9,66.59,6.47
West Coast Red Ale,American IPA,5.47,56.5,16.19
Hop Hash Experimental,American IPA,7.11,47.26,5.43
Fuzzy Sweet Cheeks Apricot Ale,Fruit Beer,6.55,27.68,9.01
Cat's Paw Porter,Robust Porter,6.02,40.76,30.63
Pale Ale Malt Smash Brewed 10-27-2013,Blonde Ale,5.05,25.15,3.99
Ginger Bread Wheat,Dunkelweizen,5.35,9.62,15.83
Rye Stout,Russian Imperial Stout,7.31,84.31,40
Rogue Shakespeare Stout,American Stout,5.68,63.08,40
All Extract - Pale Ale,American Pale Ale,5.4,39.28,6.21
Pale Ale Malt Smash Brewed 10-27-2013,Blonde Ale,5.05,25.15,3.99
Ginger Bread Wheat,Dunkelweizen,5.35,9.62,15.83
Cascade Amber,American Amber Ale,5.44,33.3,17.96
Harvest Ale,American IPA,6.61,65.79,4.6
Rye Stout,Russian Imperial Stout,7.31,84.31,40
Bunch Of C's,Special/Best/Premium Bitter,4.62,87.87,6.07
Sweet Citrus Session IPA,American Pale Ale,4.03,48.17,6.27
Golden Nugget IPA,American IPA,5.54,40.5,6.37
NZ Pacifica Pilsner Lager,German Pilsner (Pils),5.27,37.2,7.77
Spring Fling Session IPA,American IPA,4.5,92.16,17.87
Special B,Belgian Specialty Ale,5.62,24.91,7.49
Citra Smash III,Imperial IPA,8.38,193.02,4.74
Golden Age,Belgian Pale Ale,4.85,20.91,7.43
Hey Cocoa Porter (My Ode To Johnny Cash),Robust Porter,7.48,50.31,40
Awesome Recipe,Dortmunder Export,5.26,0,4.89
(Medal)Coconut Porter,Robust Porter,6.4,30.75,31.01
Amber Mosaic,American Amber Ale,5.17,46.25,13.05
F__kin Pineapple IPA,American IPA,7.12,101.97,5.79
Lemon Mint Wheat,Witbier,5.57,17.65,3.48
Bunch Of C's,Special/Best/Premium Bitter,4.62,87.87,6.07
Special B,Belgian Specialty Ale,5.62,24.91,7.49
Amber Mosaic,American Amber Ale,5.17,46.25,13.05
Shoelaces Saison,Saison,7.7,15.91,4.78
All The Hops!,Imperial IPA,8.27,113.67,8.07
Big Basin Amber Ale,American Amber Ale,4.41,49.14,16.39
Number Juan,International Pale Lager,4.91,21.85,4.72
Episode 011 - Jack Pumpkinhead Ale,Spice Herb or Vegetable Beer,5.09,22.44,10.16
OVSH Blonde Weyermann Abbey Malt,Belgian Specialty Ale,5.01,26.08,4.77
Mountain Man,American IPA,5.18,42.04,6.93
ROCHEFORT - Rochefort Trappistes 8,Belgian Dark Strong Ale,9.2,22.82,23.8
Headstock Clone 2,American IPA,7.19,82.46,7.31
4Gs Amarillo IPA,American IPA,5.81,73.56,6.59
Awesome White Ginger IPA,American IPA,7.19,80.81,6.12
JP's Octoberfest,Oktoberfest/Märzen,5.11,14.2,8.98
Hazy Eights Double NE IPA,Clone Beer,8.37,42.35,4.27
Cascade Chinook Double IPA,American IPA,7.97,92.81,7.04
Ginger Beer,American Pale Ale,6.04,18.16,4.03
Second Wind IPA,American IPA,7.08,72,11.5
* Chocolate Stout J,Irish Extra Stout,2.79,52.2,36.5
Cascade Chinook Double IPA,American IPA,7.97,92.81,7.04
Jenewein's München Dunkel 5,Munich Dunkel,5.51,22.55,28.57
Biscuits And Honey Ale,American Pale Ale,5.64,35.45,10.59
Killer Kolsch,Kölsch,4.72,15.53,3.55
* Chocolate Stout J,Irish Extra Stout,2.79,52.2,36.5
Passionfruit-Mango Wheat,American Wheat Beer,5,24.87,4.32
Best Oatmeal Southern Stout (BOSS),Oatmeal Stout,5.49,32.85,34.86
Midwest Supplies Irish Red Ale,Irish Red Ale,4.6,21.01,14.53
American Pale Ale,American Pale Ale,5.87,24.6,11.99
Black EyePA,Imperial IPA,8.05,59.56,40
WITBIER V2,Witbier,4.59,12.81,3.25
Fat Tug,American IPA,7.02,46.47,5.13
Figgy Pudding,Old Ale,9.27,58.25,25.23
Alex Freitas's Recipe 2,Robust Porter,6.55,46,37
Marne Dog Gose,Gueuze,5.77,5.92,4.3
Cheat Pils 15 Gal,German Pilsner (Pils),4.21,40.06,2.8
"Mexican Light Lager ""Corona Extra Clone""",Light American Lager,4.71,17.5,2.9
Basic Brewing Speed 6 Pack,American IPA,5.29,59.61,4.7
Brutally Brown,American Brown Ale,5.82,30.89,21.76
Self-Righteous American Real Ale,Extra Special/Strong Bitter (ESB),5.02,35.74,5.57
How Wheat It Is,Weizen/Weissbier,5.9,16.43,4.06
Vanilla Lactose Mead,Sweet Stout,9.08,9.01,3.56
Buckeye Team Trappist Ale May 2015,Belgian Blond Ale,7.94,45.44,5.34
台中科大sweet Stout,Sweet Stout,6.03,19.82,35.24
Brutally Brown,American Brown Ale,5.82,30.89,21.76
Golden Imperial Milk Stout HOME,Imperial Stout,9.13,69.72,7.66
FHPA030312,American Pale Ale,5.08,50.19,13.74
Northern UK Nut Brown,American Brown Ale,4.87,21.97,18.02
Mexicano Dos,Light American Lager,3.5,8.31,2.79
Self-Righteous American Real Ale,Extra Special/Strong Bitter (ESB),5.02,35.74,5.57
Girl Grey Clone (untested),Extra Special/Strong Bitter (ESB),7.39,10.78,4.32
Dark Winter I (100th Beer!),Saison,9.22,22.75,28.51
Zombie Dust Clone,English IPA,6.19,60.7,8.81
Bombscare Black IPA,Imperial IPA,7.1,64.06,33.28
Extra Black Stout,Foreign Extra Stout,6.83,9.04,24.29
Centennial Blonde 5G,Blonde Ale,4.13,27.2,3.81
Abara APA,American Pale Ale,5.53,41.67,8.9
Kokstad Mikrobryggeri APA,American Pale Ale,6.47,46.17,7.02
Porter,Robust Porter,4.73,27.6,34.43
Citra Seclusion,Specialty IPA: New England IPA,6.4,29.96,4.35
Doppelganger,Belgian Dubbel,6.65,21.89,15.16
Mosaic Double IPA,Double IPA,8.68,60.41,5.76
Dads Light Ale,Blonde Ale,3.05,17.81,2.64
The Devil Is In The Details (Duvel Clone),Belgian Golden Strong Ale,8.61,27.87,3.27
Jamm!n Islands,American Wheat or Rye Beer,5.23,25.61,5.21
"""Pils Of High Fermentation""",Trappist Single,5.27,40.01,3.17
American Coffee Stout,American Stout,6.72,48.93,41.9
Oldtoberfest,Oktoberfest/Märzen,5.33,19.15,11.47
Rona Red,Specialty IPA: Red IPA,6.06,81.92,8.37
Dornas Bitter,Extra Special/Strong Bitter (ESB),5.63,56.92,8.02
Belgian Singel,Trappist Single,6.55,13.61,7.72
Maris Centennial SMaSH,American Pale Ale,5.13,26.77,5.18
Cigar City Tocabaga Red Ale Clone,American Amber Ale,7.22,79.55,15.48
Rye Pale Ale,Roggenbier (German Rye Beer),5.57,15.76,17.38
Weizenbier,No Profile Selected,4.67,28.19,0
Pale Ale,American Pale Ale,6.1,32.82,6.42
Imperial IPA,Imperial IPA,7.27,80.05,8.16
Dæsken Tuti IPA,American IPA,6.26,79.66,8.41
Guri Pale Ale,American Pale Ale,5.01,37.81,6.59
Passion Fruit Wit,Witbier,5.07,11.28,3.99
Red Rye IPA,American IPA,6.82,62.45,15.15
Rye Pale Ale,Roggenbier (German Rye Beer),5.57,15.76,17.38
Todd The Axeman Clone,American IPA,7.22,91.88,6.02
Pale Ale,American Pale Ale,6.1,32.82,6.42
Guri Pale Ale,American Pale Ale,5.01,37.81,6.59
American Infidel IPA,American IPA,7.58,43.8,21.44
German Brown Ale,American Brown Ale,5.54,32.55,28.8
Passion Fruit Wit,Witbier,5.07,11.28,3.99
Dute  Original,American IPA,6.76,58.85,7.29
Apricot Saison,Saison,5.82,26.66,10.49
Matt's Amber Ale,American Amber Ale,5.26,47.04,12.71
Huell Melon Saison,Saison,5.62,20.97,3.8
Imperial Brown Ale,British Strong Ale,7.55,61.5,18.13
Czech Yo Pilz!,Bohemian Pilsener,5.08,37.02,4.46
Labrador IPA,English IPA,6.6,58.22,8.67
Pitchblende Black IPA,American IPA,7.81,44.65,40.54
Stout BakkerBrouw,Dry Stout,7.38,18.96,36.69
Falcon Lake Michalak Malt,Experimental Beer,6.81,17.3,7.73
