Lillo Juleøl/ Christmas Ale,American Amber Ale,7.17,43.93,15.77
Winter Is Coming LK67 2020,Imperial Stout,9.9,85.32,50
Wheat IPA,American IPA,5.85,85.43,4.5
Shane's Pale Ale Tier 7,American Pale Ale,5.95,44.32,9.22
Uggs And Yoga Pants,Russian Imperial Stout,10.1,22.97,33.78
Passion Fruit Pale Ale,American Pale Ale,5.17,39.6,5.87
Holt Pb&j,Mixed-Style Beer,4.92,18.75,14.5
BobCat Grapefruit IPA,American IPA,7.31,48.36,6.63
Apollo 8,American IPA,8.11,126.79,7.97
Fossane Bryggeri - Humlefoss,Imperial IPA,7.77,123.04,7.56
# 061 - SUBTILITÉ,American IPA,6.96,75.55,6.2
Triple IPA,Imperial IPA,10.98,101.62,9.81
Summertime Brews,American IPA,5.77,83.34,8.25
Einstok Olgerd White Ale Clone,Witbier,5.52,18.68,4.1
Tagay!! - Ube/Macapuno Cheesecake Farmhouse,Experimental Beer,6.32,22.9,5.33
3 Bean Stout,Imperial Stout,9.76,21.33,50
Jay's Winter Spiced Amber,American Amber Ale,9.92,25.16,15.77
Resin Dog IPA,American IPA,6.46,61.17,11.04
Ulysses,Dry Stout,6.75,30.98,53.66
London Creme Ale,Cream Ale,8.12,24.24,6.36
Germican (Negro Modelo),Vienna Lager,5.29,21.52,12.12
Hop Hammer,Imperial IPA,8.26,207.06,8.6
Primeira Tentativa - Märzen,Oktoberfest/Märzen,5.41,22.96,11.08
Kjeller 5 Munich Helles 30 L,Munich Helles,5.13,20.12,3.62
Cascade APA,American Pale Ale,5.34,56.54,6.39
Jay's Winter Spiced Amber,American Amber Ale,9.92,25.16,15.77
52 US05 IPA,American IPA,5.88,36.23,7.36
Resin Dog IPA,American IPA,6.46,61.17,11.04
Bombastic MIIPA,Imperial IPA,9.9,97.67,22.42
British Oatmeal Stout,Oatmeal Stout,5.46,33.25,35.7
Dankel`s Jul,Clone Beer,6.2,41.26,14.73
Bibble Clone,British Golden Ale,4.19,34.69,4.75
London Creme Ale,Cream Ale,8.12,24.24,6.36
Hexagon Honey,Specialty Beer,7.42,30.55,5.1
Primeira Tentativa - Märzen,Oktoberfest/Märzen,5.41,22.96,11.08
Pale Rider Strong Ale,American Pale Ale,7.64,31.17,5.88
047: Hoppy Saison,Saison,4.69,34.59,3.36
DoubleSmash-IPA # Nelson Sauvin,Double IPA,8.03,284.02,4.95
Last Hope Ale,Best Bitter,4.48,32.32,12.28
Viena Lager,Vienna Lager,5.23,24.74,8.07
Twilight Summer Ale Clone,American Pale Ale,4.97,45.04,5.73
Zombie Dust,American Pale Ale,5.69,69.98,8.56
Best Blonde Ale,Blonde Ale,5.12,29.65,4.68
Pale Rider Strong Ale,American Pale Ale,7.64,31.17,5.88
Southern Tier Pumking Clone,Holiday/Winter Special Spiced Beer,8.38,36.21,10.42
Forbidden Modus,American IPA,4.56,43.83,10.52
Mount Citra,Kölsch,4.83,29.46,3.81
Pale Ale Recipe,American IPA,5.61,25.26,7.77
Twilight Summer Ale Clone,American Pale Ale,4.97,45.04,5.73
Zombie Dust,American Pale Ale,5.69,69.98,8.56
Chinook Barleywine,American Barleywine,10.26,78.46,8.44
Cole's Kolsch,Kölsch,5.2,20.4,4.35
Kingdom - Lager,International Pale Lager,4.91,21.04,3.32
Stjørdalsmalt,Robust Porter,5.81,28.87,32.99
Cold Saison,Saison,5.25,18.31,4.16
Ginger Saison,Saison,4.95,10.48,3.9
Piney Island Porter,Brown Porter,6.1,10.66,22.75
Its About To Gose Down - MTF,Gose,5.26,10.71,3.87
ETB-ESB,Extra Special/Strong Bitter (ESB),4.85,42.92,10.57
S'mores Stout,American Stout,6.93,18.14,30.25
Amarillo By Morning,American IPA,6.35,68.99,11.73
Summer Soleil,American Pale Ale,5.34,33.61,4.57
Motueka Saison,Saison,5.46,29.83,7.64
Chinook Barleywine,American Barleywine,10.26,78.46,8.44
Hunt For Black Hoptober AG,Imperial IPA,9.26,120.4,34.55
Dark Dogged Larger,International Dark Lager,5.24,14.08,17.91
Escubat - Grapefruit Wit,Witbier,5.7,16.95,3.7
Uber Dry Stupid Dry 2-Row Saison,Saison,7.71,16.73,4.1
Black CROW [Cascadian Rye-Oat-Wheat] / A Blaffair To RememBlack IPA [BRBIPA],American IPA,7.25,78.88,40.91
Munich Pale Ale,American Pale Ale,6.37,53.43,7.02
S'mores Stout,American Stout,6.93,18.14,30.25
La Fin Du Monde,Belgian Blond Ale,6.26,37.36,9.36
Summer Soleil,American Pale Ale,5.34,33.61,4.57
Motueka Saison,Saison,5.46,29.83,7.64
Tropical Lightening Clone,American IPA,6.71,30.41,5.7
Bavarian Helles,Munich Helles,5.08,20.69,3.5
Helles...ale?,Munich Helles,4.91,20.11,4.39
Tritium Mk V-4252013 Update,Belgian Tripel,9.43,31.97,6.14
Saison 1,Saison,6.53,22.03,3.01
Wolf Moon Bock,Maibock/Helles Bock,5.48,31.31,10.33
BYO Murphy's-Style Dry Stout (orig),Irish Stout,3.99,35.6,35.4
Kinn Gamleguten Kopi,Old Ale,5.64,35.36,13.28
Black Is Beautiful,Imperial Stout,8.24,80.66,49.44
RYE IPA Lervig Clone,Specialty IPA: Rye IPA,3.93,114.31,18.81
Tropical Lightening Clone,American IPA,6.71,30.41,5.7
Peach-Ginger Melomel,Other Fruit Melomel,9.45,0,6.81
Kozel Cerny Clone,Czech Dark Lager,3.94,19.71,24.04
Helles...ale?,Munich Helles,4.91,20.11,4.39
Saison Deux Trois,Saison,5.82,20.11,5.9
Wakatu Single Hop Ale,American IPA,3.83,40.54,7.73
$$ Running Like Hell IPA - Making A Deal $$,American IPA,6.01,185.39,6.28
BYO Murphy's-Style Dry Stout (orig),Irish Stout,3.99,35.6,35.4
Black Is Beautiful,Imperial Stout,8.24,80.66,49.44
Speckled Hen Egg-Bollocks To Hops,Strong Bitter,5.42,33.33,10.97
Blood Orange IPA,American IPA,7.93,105.41,5.49
Blood Orange IPA,American IPA,6.53,71.75,7.54
#0014 Mustache Ryeder Clone,American Pale Ale,5.69,42.15,7.07
Nut Brown Ale,American Brown Ale,5.37,24.13,15.81
Black Dog Porter,Robust Porter,5,37.64,15.93
SierraPaleAle With Own Mash,American Pale Ale,5.25,39.1,13.62
Belgian Dark Strong Ale I,Belgian Dark Strong Ale,9.21,41.94,26.31
Cider 2,Common Cider,0.06,0,0.42
ESB,Extra Special/Strong Bitter (ESB),5.67,41.74,10.28
Speckled Hen Egg-Bollocks To Hops,Strong Bitter,5.42,33.33,10.97
Blood Orange IPA,American IPA,7.93,105.41,5.49
SMASH AMERICAN PALE ALE,American Pale Ale,6.86,70.49,6.71
This Is The One  BJCP Here We Come IPA,American IPA,6.56,78.18,7.75
Chocolate Oatmeal Stout Chinook,Oatmeal Stout,5.44,39.28,39.74
Nut Brown Ale,American Brown Ale,5.37,24.13,15.81
Julöl 2015,Old Ale,4.42,69.21,41.42
Breakdown,Roggenbier,5.5,26.83,14.77
American Barleywine - Rum Barrel Aged,American Barleywine,10.68,107.38,24.37
SierraPaleAle With Own Mash,American Pale Ale,5.25,39.1,13.62
Belgian Dark Strong Ale I,Belgian Dark Strong Ale,9.21,41.94,26.31
ESB,Extra Special/Strong Bitter (ESB),5.67,41.74,10.28
Crusader White,Specialty IPA: White IPA,5.95,55.6,3.58
Saaz Weizen,Weizen/Weissbier,4.55,11.01,3.14
Weizenbock,Weizenbock,7.14,28.81,17.54
KPils,Bohemian Pilsener,5.06,41.36,3.88
Apaløy Weissbier,Weizen/Weissbier,5.57,34.08,4.34
Gluten Free Double Hop Ale.,American IPA,6.83,24.97,2.38
American Summer Ale 2014,American Wheat or Rye Beer,5.14,24.56,4.38
Castle Clone,Light American Lager,4.1,8.96,4.13
Crusader White,Specialty IPA: White IPA,5.95,55.6,3.58
Le Saison,Saison,5.96,22.04,3.87
Golden Strong Smash Beer,Belgian Golden Strong Ale,7.53,32.2,6.7
Weizenbock,Weizenbock,7.14,28.81,17.54
Wit,Witbier,6.06,18.01,5.28
BENDËRBRÄU,German Pils,5.11,37.98,3.17
Apaløy Weissbier,Weizen/Weissbier,5.57,34.08,4.34
Electric Hop Candy,American IPA,6.73,90.08,6.39
American Summer Ale 2014,American Wheat or Rye Beer,5.14,24.56,4.38
Castle Clone,Light American Lager,4.1,8.96,4.13
SHOULTZ-MEYER BREWERY RED CARAMEL,American Amber Ale,5.74,45.51,13.2
AIH Blue Moon Clone,Witbier,3.98,16.65,4.45
Baddest Brown In The Whole Damn Town,American Brown Ale,6.15,37.1,27.07
Mosaic/Centennial Pale Ale,American Pale Ale,5.32,49.66,6.72
Sour Saison,Saison,4.75,30.05,3.98
Rare Barrel Golden Ale,Specialty Beer,4.96,1.89,4.81
Costa Verde Crown,Specialty Beer,4.86,12.7,3.23
Ed's Oktoberfest,Oktoberfest/Märzen,5.17,20.08,9.72
ZOE,Weizen/Weissbier,6.56,14.6,3.97
El Jefe,American Pale Ale,5.07,56.44,6.06
Time Lord,American IPA,7.2,52.5,8.1
Baddest Brown In The Whole Damn Town,American Brown Ale,6.15,37.1,27.07
Mosaic/Centennial Pale Ale,American Pale Ale,5.32,49.66,6.72
Brisbane Oatmeal Stout,Oatmeal Stout,5.22,26.58,31.87
Ed's Oktoberfest,Oktoberfest/Märzen,5.17,20.08,9.72
ZOE,Weizen/Weissbier,6.56,14.6,3.97
El Jefe,American Pale Ale,5.07,56.44,6.06
Pliney Legacy,Imperial IPA,6.28,41.81,5.85
Dutch Pilsner,California Common Beer,5.69,0,7.16
Sam-ish Nut Brown Ale,Northern English Brown,6.46,34.63,19.7
Mountain Ale,American IPA,5.64,50.63,10.94
Oat Milk NEIPA,Specialty IPA: New England IPA,6.32,0,4.54
Belgian Saison,Saison,5.05,23.86,5
Pig's Ear Brown,American Brown Ale,5.54,23.41,21
Nessy's Scotch Ale,Strong Scotch Ale,8.19,28.65,16.29
Blue Heron Pale Ale,American Pale Ale,4.77,53.82,8.48
Belgian Witt,Witbier,5.8,4.32,8.52
Steve The Electrician DIPA,Imperial IPA,7.71,316.96,10.08
Marzen Rauchbier (Simple),Oktoberfest/Märzen,5.28,25.47,11.19
ABA,American Brown Ale,3.71,30.72,19.67
Victor's Special Bitter,Special/Best/Premium Bitter,4.18,36.84,5.86
F6D Hoppier DIPA ▲ 01.25.17,Imperial IPA,6.74,152.12,12.05
Simcoe Warrior,American IPA,7.35,93.1,8.84
Chief Of Smoke Bourbon Barrel Porter,Clone Beer,4.67,29.75,33.65
Belgian Strong Golden Ale,Witbier,5.66,37.36,4.74
That's No Moon II,Witbier,5.38,21.94,4.25
Brad Thousand,American Brown Ale,5.52,36.29,29.48
Saison D'une Vache,Saison,5.32,19.65,5.18
MyMild,American Amber Ale,3.11,37.83,11.4
Eggnog Cream Ale,Cream Ale,6.47,20.35,4.93
Early Biscuit,American IPA,6,85.13,6.26
Cherry Hefeweizen,Weizen/Weissbier,6.73,16.59,4.55
ABA,American Brown Ale,3.71,30.72,19.67
Guinness Clone,Irish Red Ale,4.19,47.91,38.23
4Gs Cascade APA,American Pale Ale,4.21,30.91,6.82
Pilsner,Bohemian Pilsener,5,29.38,4.7
Bacon Breakfast Sout,Oatmeal Stout,4.8,31.5,25.9
Capt. Reed's Cinnamon Imperial IPA,Imperial IPA,7.73,113.51,8.06
American Wheat: Amarillo Hefeweizen,American Wheat Beer,5.02,27.9,4.18
Papa Smurf's Bitter,Ordinary Bitter,4.43,43.6,7.62
Guinness Clone,Irish Red Ale,4.19,47.91,38.23
4Gs Cascade APA,American Pale Ale,4.21,30.91,6.82
Session Oat IPA,German Leichtbier,4.23,58.83,7.3
Pilsner,Bohemian Pilsener,5,29.38,4.7
Bacon Breakfast Sout,Oatmeal Stout,4.8,31.5,25.9
Bakke Brygg Kölsch V2.0 (RO & WLP029),Kölsch,4.44,25.72,2.92
"""Grit N Grind For All Mankind"" Coffee Milk Stout",Spice Herb or Vegetable Beer,6.82,31.26,41.49
Blo'n De Ale,Blonde Ale,4.65,17.29,3.56
New Blonde Highlights,Blonde Ale,4.26,39.21,3.77
8 Lunch Beer,American Pale Ale,5.8,41.19,5.1
Cascade Amarillo Blonde,Blonde Ale,5.79,22.31,5.78
Dogfish Head Punkin Clone,California Common Beer,6.27,17.64,14.85
KSFSK,Russian Imperial Stout,7.46,63.14,50
Citrapa,American IPA,6.1,60.45,5.73
Klaus Braus Kitchen Sink IPA,American IPA,5.79,69,10.63
Ch'ti Porter,Brown Porter,6.35,41.21,22.24
All Grain IPA 001,American IPA,6.01,80.45,9.52
Robust Robust Porter Tier 9,Robust Porter,7.24,60.06,50
Black Root Rot,Dry Stout,4.61,44.14,35.25
1.21 Gigahops Double IPA,Imperial IPA,8.48,252.64,7.43
New Blonde Highlights,Blonde Ale,4.26,39.21,3.77
NBX: Nörden Bräu Export,Dortmunder Export,5.5,27.22,4.24
2015 - 7/26 - Russian Imperial Stout For Barrel Age,Russian Imperial Stout,10.38,84.14,47.69
8 Lunch Beer,American Pale Ale,5.8,41.19,5.1
Dogfish Head Punkin Clone,California Common Beer,6.27,17.64,14.85
Black Scapular Dubbel,Belgian Dubbel,6.75,22.62,17.4
Ch'ti Porter,Brown Porter,6.35,41.21,22.24
Red Rye Ale,American Wheat or Rye Beer,5.24,34.14,12.41
Session IPA,American IPA,4.69,198.72,4.86
Low ABV,Blonde Ale,1.82,16.97,3.27
Birch Exbeeriment -  Sodabier,Strong Scotch Ale,7.53,14.53,17.71
Gold Bug,No Profile Selected,7.42,14.4,4.4
Mandarina Islands,American Pale Ale,4.92,30.33,4.98
Rye Lager,Munich Helles,4,22.15,5.43
3 Bbl Ahtanum Pale,American Pale Ale,5.27,42.73,6.65
Kiwi Pale Ale,American Pale Ale,5.87,40.45,10.71
20 Gal Session IPA,American IPA,4.49,84.01,4.13
Thorium 32-1,Specialty IPA: New England IPA,6.76,22.26,5.39
Butterscotch Brown,American Brown Ale,5.29,10.49,21.5
Sunripe Cider,Fruit Cider,4.7,0,0
Maximus Grist VII  Bière De Saison / Peg And Awl,Saison,5.85,23.41,8.15
Session IPA,American IPA,4.69,198.72,4.86
Paul's Oktoberfest,Oktoberfest/Märzen,5.53,12.06,15.7
"""Voulez Vous"" Brown Ale",Clone Beer,7.63,38.43,25.59
Pango IPA Clone (30 L),American IPA,5.93,49.33,4
Mandarina Islands,American Pale Ale,4.92,30.33,4.98
Rye Lager,Munich Helles,4,22.15,5.43
White Pony Wheatwine,Wheatwine,11.48,47.02,10.08
Thorium 32-1,Specialty IPA: New England IPA,6.76,22.26,5.39
Sunripe Cider,Fruit Cider,4.7,0,0
Zythos Citra Session IPA,American IPA,6.39,55.53,5.71
Saison Of Askim,Saison,7.01,26.32,10.53
Pacific Crest Ale,American Pale Ale,5.89,42.6,6.11
ほうじ茶スタウト,American Stout,6.67,24.3,36.02
Jigaboo Dandy,Saison,6.99,32.97,4.68
Btm1,American Pale Ale,4.62,36.26,5.6
Export 80/- Ale,Scottish Light,4.1,16.9,6.46
Focal Point,American IPA,6.33,40.23,4.4
Honey Oat Stout,Oatmeal Stout,4.47,28.48,30.22
Ted Hook ESB,Extra Special/Strong Bitter (ESB),5.29,52.64,9.98
Tank 7 Clone,Clone Beer,8.36,34.42,3.97
Episode 012 ~ Solstice Ginger,Specialty Beer,6.07,19.14,14.23
Hipster Porter,Robust Porter,5.55,47.94,40
Jigaboo Dandy,Saison,6.99,32.97,4.68
Ginger Snap Saison,Belgian Pale Ale,5.98,24.37,6.56
English Bitter,Ordinary Bitter,4,28.43,18.03
Export 80/- Ale,Scottish Light,4.1,16.9,6.46
Ham Glaze Brown,American Brown Ale,5.37,29.43,18.86
Ted Hook ESB,Extra Special/Strong Bitter (ESB),5.29,52.64,9.98
Maize Imperial Pale Ale,Imperial IPA,8.23,113.97,16.67
Honey Red Ale,Scottish Light 60/-,5.92,32.1,11.18
St. Dunkelaus,Dunkelweizen,7.18,29.65,25.79
Napój Bogów - Nieziemskie IPA,American IPA,6.36,128.93,4.57
BBB Reeses Stout,Specialty Beer,8.76,50.74,40
Prvo Pa Musko,Irish Red Ale,5.49,25.05,11.44
Debzi Do  I Do Brew Just For You!!!,American IPA,5.07,113.41,3.49
PopsDunkel,Dunkelweizen,5.07,19.28,14.75
(2015-10-12) Big Boy IPL,Clone Beer,7.64,37.77,5.57
PopsWeiss,Weissbier,5.59,14.69,5.73
Mosaic Galaxy Citra Centennial,American IPA,6.04,62.62,5.78
St. Dunkelaus,Dunkelweizen,7.18,29.65,25.79
Prvo Pa Musko,Irish Red Ale,5.49,25.05,11.44
Debzi Do  I Do Brew Just For You!!!,American IPA,5.07,113.41,3.49
Winter Mead With Juniper And Ginger,California Common Beer,6.01,47.85,3.1
PopsWeiss,Weissbier,5.59,14.69,5.73
Saison,Saison,5.66,30.14,3.34
Wild Cider,Common Cider,6.41,0,0
Dry Rye Roggenbier,Roggenbier (German Rye Beer),4.58,20.76,6.15
Red Ale,Irish Red Ale,4.8,22.04,11.83
Founders Breakfast Stout,Sweet Stout,8.53,42.9,50
Rye Saison,Saison,6.29,37.71,7.06
Loral NEIPA,American IPA,6.89,58.44,6.65
White Bulldog Stout,American Stout,8.4,48.01,12.85
Porter Tweakage,Robust Porter,6.45,31.61,40
Czech This,German Pilsner (Pils),5.11,33.28,3.01
IPAer,American IPA,7.03,67.12,7.09
Thai Stick 2.0,American IPA,7.27,137.61,6.22
Whitbread Ale,Extra Special/Strong Bitter (ESB),4.72,41.51,8.68
Pappapermpale 30min Kok,American Pale Ale,5.2,38.66,6.96
Awesome Irish Red,Irish Red Ale,5.11,24.88,13.23
Wild Cider,Common Cider,6.41,0,0
Rye Saison,Saison,6.29,37.71,7.06
Porter Tweakage,Robust Porter,6.45,31.61,40
Czech This,German Pilsner (Pils),5.11,33.28,3.01
Caleb Porter,Robust Porter,5.85,51.46,34.03
S04/Nottingham NEIPA,Specialty IPA: New England IPA,5.41,48.49,5.14
Munich Lager,Oktoberfest/Märzen,5.57,34.69,7.51
Pandemic Brut: Face Mask Mandatory,American IPA,5.41,19.09,3.3
Dry Irish Stout,Irish Stout,5.56,32.23,39.78
Thai Stick 2.0,American IPA,7.27,137.61,6.22
Whitbread Ale,Extra Special/Strong Bitter (ESB),4.72,41.51,8.68
Awesome Irish Red,Irish Red Ale,5.11,24.88,13.23
The Grinch Emancipator,Sweet Stout,7.42,22.3,31.1
Paddington Station Porter,English Porter,5.1,23.07,25.97
Monk's Indiscretion Clone,Belgian Golden Strong Ale,10.59,42.91,13.65
English IPA,English IPA,5.69,43.11,11.24
Summer Fruit  Ale,Experimental Beer,4.03,50.12,5.66
Black Rye IPA III,Specialty IPA: Black IPA,5.82,92.48,49.21
Coral City Red,American Amber Ale,5.43,28.97,16.61
Grapefruit Saison,Saison,5.69,29.03,3.5
Citra IPA,English IPA,7.01,43.54,8.03
Paddington Station Porter,English Porter,5.1,23.07,25.97
Susie's Black Saison,Saison,10,34.91,47.71
English IPA,English IPA,5.69,43.11,11.24
Summer Fruit  Ale,Experimental Beer,4.03,50.12,5.66
#0007 Pilsen Malt Cream Ale,Blonde Ale,3.93,14.3,8.46
Three Floyds Gumbalhead Clone,American Wheat or Rye Beer,5.35,35.03,4.06
Pumpkin Boch,Weizenbock,7.71,29.61,18.61
IPAMSI,American Pale Ale,5.51,45.14,5.45
Pliny The Elder Clone,American IPA,7.12,316.44,6.1
Hoppy Malty Red Lager,American Amber Ale,6.6,44.75,16.87
Black Chocolate Stout,Russian Imperial Stout,10.67,50.25,40
G07 Mango Psycho,Gose,7.17,0,3.58
S04/Nottingham NEIPA,Specialty IPA: New England IPA,5.41,48.49,5.14
Northern Brewer Steam Beer,California Common,5.55,39.9,12.57
Fruity Pale Ale,American Pale Ale,5.46,45.25,7.89
BM's OktoberFast Ale,Oktoberfest/Märzen,4.74,23.37,9.69
Dogfish Head 60 Min IPA,American IPA,6.34,118.81,8.99
Quarantine IPA,American IPA,5.02,64.67,7.74
IPA,American IPA,6.72,56.63,13.2
Double Chocolate Oatmeal Stout Tres,Oatmeal Stout,7.07,23.99,50
Bamberg Rauch,Other Smoked Beer,5.36,13.62,18.79
Little Psycho (Psychopathy Recipe),American IPA,7.63,72.15,7.63
Chocolate Trappist Stout,Foreign Extra Stout,7.15,26.1,39.74
Dark Saison,Specialty Beer,7.37,38.63,20.73
Frankisch Dunkel Ale,Munich Dunkel,5.43,21.41,26.48
Vikings India Red Ale,Specialty IPA: Red IPA,6.22,68.65,14.45
Malty IPA No1 By Søren,American IPA,7.08,63.71,7.79
Black Butte Porter,Robust Porter,5.62,27.68,26.68
Dogfish Head 60 Min IPA,American IPA,6.34,118.81,8.99
Shining Shandy,No Profile Selected,3.22,28.63,2.5
Milk Choco Stout,Sweet Stout,4.59,21.2,40
Quarantine IPA,American IPA,5.02,64.67,7.74
10 Gal Ipa,American IPA,6.14,49.51,7.97
IPA,American IPA,6.72,56.63,13.2
Edmund Fitzgerald Porter,Robust Porter,5.39,44.33,42.86
VIIIRIS,Russian Imperial Stout,10.35,119.3,40
Autumn Ale,Extra Special/Strong Bitter (ESB),5.93,39.25,16.54
Kjeller 5 Southern Passion Pale Ale 25l,American Pale Ale,5.28,34.83,5.58
Summit IPA V3,Imperial IPA,7.94,89.09,7.41
The Great Pumpkin Barley Chown!,Holiday/Winter Special Spiced Beer,6.7,19.02,8.07
Autumn Ale,Extra Special/Strong Bitter (ESB),5.93,39.25,16.54
Apple Cinnamon Mead,Dry Mead,18.15,0,4.44
Tankhouse Ale Clone (extract),American Pale Ale,5.45,39.45,25.19
C3S Anchor Steam Ale ▲ 07.10.15,California Common Beer,6.16,53.8,8.63
Pbcoffee Porter,American Stout,5.52,47.59,50
Biere De Mars,Bière de Garde,6.02,27.92,12.85
Fire Bones II,American IPA,8.63,59.78,15.71
Hoppy Blood Orange Wheat,Specialty IPA: White IPA,5.7,67.38,5.67
AIH Vanilla Porter,Robust Porter,5.54,28.74,23.79
Summit IPA V3,Imperial IPA,7.94,89.09,7.41
First Try Belgian,Belgian Tripel,7.68,34.95,10.08
Belgian Double IPA,Specialty IPA: Rye IPA,7.08,54.47,6.82
Perfect Grillin' Pale Ale,American Pale Ale,5.05,30.45,6.63
Cascade Single Hop Ale (8 Weeks),American Pale Ale,5.03,40.78,10.8
Lion Lager (200 Clones),American Light Lager,4.8,16.05,2.84
Dunkelweizen Black Hole Beer,Dunkles Weissbier,4.91,13.88,16.75
Weiss,Weissbier,7.91,10.78,6.31
Tropical Isa,American Pale Ale,4.85,54.83,5.1
Sasion,Saison,5.39,27.12,5.82
Jamaican Wedding Ale I,American Wheat or Rye Beer,4.82,16.32,3.84
Lion Lager (200 Clones),American Light Lager,4.8,16.05,2.84
Dark Alt,Altbier,5.5,109.81,25.33
Dunkelweizen Black Hole Beer,Dunkles Weissbier,4.91,13.88,16.75
Kiwi Twin,Irish Red Ale,6.55,40.58,14.6
Orange Honey Heffe,American Wheat or Rye Beer,6.79,22.31,7.8
Tasty Bastard (stone Arrogant Bastard),Specialty IPA: Red IPA,8.42,81.93,18.51
Amber Willy,American Amber Ale,4.92,59.92,15.14
Weiss,Weissbier,7.91,10.78,6.31
Paul Hayes's Recipe,American Pale Ale,5.9,54.99,6.21
Front Porch - American Pale Ale2,American Pale Ale,5.46,74.57,11.1
Sasion,Saison,5.39,27.12,5.82
Hoptarded II,American IPA,5.29,106.02,11.57
Gylne Tider,American Amber Ale,5.66,36.37,20.44
Rye Dubbel,Belgian Dubbel,6.96,25.94,18.41
Tuba People IPA,American IPA,8.25,111.04,16.42
Session IPA Citra,American IPA,4.03,27.71,6.32
Scarlet Rye,American Amber Ale,5.49,37.29,17.11
Sierra Nevada Pale Ale Clone,American Pale Ale,5.51,37.22,9.26
Grapefruit Pomelo Saison,Belgian Blond Ale,7.06,26.75,3.52
Hoptarded II,American IPA,5.29,106.02,11.57
Gylne Tider,American Amber Ale,5.66,36.37,20.44
Royal Flush Saison,Saison,6.78,34.66,5.76
Citralicious IIPA,Imperial IPA,8.48,171.96,5.44
Rye Dubbel,Belgian Dubbel,6.96,25.94,18.41
AHS Oatmeal Stout,Oatmeal Stout,4.91,49.54,37.46
Austrian Alps,Vienna Lager,4.74,23.34,11.32
Session IPA Citra,American IPA,4.03,27.71,6.32
Empirical Stout,Russian Imperial Stout,9.17,51.67,40
1st 5 Gallon Batch,American IPA,5.99,118.54,11.63
Cherry Triple,Belgian Tripel,8.75,23.03,3.76
Stone Fruit Stout,Sweet Stout,6.91,20.06,44.33
Tropical IPA,Specialty IPA: Belgian IPA,6.28,75.31,5.72
Hoppy Red Ale,American Pale Ale,5.71,52.55,21.23
Right Said Fred IPA,American IPA,7.73,48.58,9.78
Black Watch Cascadian Dark Ale,Specialty Beer,8.1,69,38.09
HMS Skipjack,Extra Special/Strong Bitter (ESB),6.01,37.32,14.99
#12 Amberium,American Amber Ale,6.94,45.09,12.17
#0009 WIPA,American IPA,6.83,76.35,4.9
Hop Bursting Pale Ale - All Grain,American IPA,5.17,70.71,8.02
Invewrsion Clone,American IPA,5.89,54.9,12.28
Labor Day Honey Amber,American Amber Ale,5.52,34.76,14.54
#12 Amberium,American Amber Ale,6.94,45.09,12.17
Bakke Brygg Tsjekkisk Pilsner 40 L,Bohemian Pilsener,5.09,41.34,3.58
Bananas Foster,Experimental Beer,5.25,20.98,7.2
Grey Squirrel Kentish Brown Ale,Best Bitter,4.45,26.46,15.98
Big Ben Pale Ale,Special/Best/Premium Bitter,6.72,27.29,8.63
American IPA 20 Gal,American IPA,6.12,68.3,6.11
Session White IPA,Specialty IPA: White IPA,6.17,41.15,5.51
Mosaic IPA IV,American IPA,7.26,63.32,8.48
Nelson Mid Strength,No Profile Selected,2.95,35.62,9.08
Smoked Peach Ale,American Pale Ale,4.75,32.78,5.62
Pineapple Pale Ale,American Pale Ale,4.72,50.23,9.65
RPA,American IPA,5.61,62.36,8.65
Konzen Old Ale,Old Ale,9.04,57.25,14.49
Holiday Porter,American Porter,5.47,27.96,33.98
Betteshanger Bitter,Special/Best/Premium Bitter,4.33,26.05,8.28
Imperial Irish Red,Irish Red Ale,5.68,0,11.07
Celebrator Doppelbock,Doppelbock,7.25,27.03,32.63
Weyermann® Dubbel,Belgian Dubbel,7.89,24.09,13.61
Session White IPA,Specialty IPA: White IPA,6.17,41.15,5.51
Jaipur #1,American IPA,5.96,58.71,6.37
Smoked Peach Ale,American Pale Ale,4.75,32.78,5.62
Bohemian Pilsner,Bohemian Pilsener,5.01,39.92,2.73
Pineapple Pale Ale,American Pale Ale,4.72,50.23,9.65
Black Rye-PA,American IPA,8.16,76.68,26.11
Mandarina Hefeweizen,Weissbier,5.28,14.85,3.78
RPA,American IPA,5.61,62.36,8.65
Konzen Old Ale,Old Ale,9.04,57.25,14.49
Betteshanger Bitter,Special/Best/Premium Bitter,4.33,26.05,8.28
Imperial Irish Red,Irish Red Ale,5.68,0,11.07
Fifty-four Oatmeal Stout,Oatmeal Stout,5.87,40.98,30.16
Chocolate Coffee Imperial Stout,Russian Imperial Stout,8.15,63.15,32.35
Vicarious Russian Imperial Stout (Extract),Russian Imperial Stout,9.24,92.42,36.96
Fruited Gose,American Light Lager,5.58,0,3.74
Centennial Blonde,Blonde Ale,4.83,20.82,4.21
Wild West Sour Melange 1,Specialty Wood-Aged Beer,10.61,8.92,8.19
Social Distance Belgian NEIPA (Is That A Thing?),Saison,6.92,29.48,4.18
ESB,Extra Special/Strong Bitter (ESB),6.01,44.41,12.36
Sorachi Ace Sour,Fruit Lambic,5.07,4.87,3.31
Chocolate Oatmeal Stout,American Stout,6.98,46.72,39.75
Gateway To Muskoka,Clone Beer,4.44,23.92,4.81
Dandelion Gruit,Spice Herb or Vegetable Beer,4.76,0,3.77
